text,label
the cost are not competitive,Price Complaint
I was not informed about the prices beforehand,Price Complaint
the cost of my dish were too much,Price Complaint
the costs are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu price do not match the bill,Price Complaint
I want to complain about the cost,Price Complaint
the prices are not justified for the quality,Price Complaint
I feel cheated by the price,Price Complaint
the cost are not competitive,Price Complaint
I was not informed about the price beforehand,Price Complaint
the prices of my pizza were too much,Price Complaint
the costs are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu cost do not match the bill,Price Complaint
I want to complain about the charges,Price Complaint
the cost are not justified for the quality,Price Complaint
I feel cheated by the costs,Price Complaint
the cost are not competitive,Price Complaint
I was not informed about the price beforehand,Price Complaint
the price of my chicken tikka masala were too much,Price Complaint
the charges are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu charges do not match the bill,Price Complaint
I want to complain about the cost,Price Complaint
the price are not justified for the quality,Price Complaint
I feel cheated by the cost,Price Complaint
the costs are not competitive,Price Complaint
I was not informed about the price beforehand,Price Complaint
the price of my pizza were too much,Price Complaint
the price are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu costs do not match the bill,Price Complaint
I want to complain about the price,Price Complaint
the price are not justified for the quality,Price Complaint
I feel cheated by the price,Price Complaint
the prices are not competitive,Price Complaint
I was not informed about the charges beforehand,Price Complaint
the cost of my meal were too much,Price Complaint
the costs are too high,Price Complaint
I was overcharged for my meal,Price Complaint
the menu charges do not match the bill,Price Complaint
I want to complain about the charges,Price Complaint
the prices are not justified for the quality,Price Complaint
the restaurant location is inconvenient,Location Complaint
I had trouble finding the restaurant location of the restaurant,Location Complaint
the parking situation is awful,Location Complaint
the restaurant location is unsafe at night,Location Complaint
I want to complain about the restaurant location,Location Complaint
the place does not match the description,Location Complaint
the location is too noisy,Location Complaint
the address is not accessible,Location Complaint
the location is too far from public transport,Location Complaint
the location is inconvenient,Location Complaint
I had trouble finding the restaurant location of the restaurant,Location Complaint
the parking situation is awful,Location Complaint
the location is unsafe at night,Location Complaint
I want to complain about the location,Location Complaint
the place does not match the description,Location Complaint
the place is too noisy,Location Complaint
the place is not accessible,Location Complaint
the restaurant area is too far from public transport,Location Complaint
the place is inconvenient,Location Complaint
I had trouble finding the restaurant area of the restaurant,Location Complaint
the parking situation is unsatisfactory,Location Complaint
the address is unsafe at night,Location Complaint
I want to complain about the restaurant location,Location Complaint
the place does not match the description,Location Complaint
the restaurant location is too noisy,Location Complaint
the place is not accessible,Location Complaint
the place is too far from public transport,Location Complaint
the place is inconvenient,Location Complaint
I had trouble finding the address of the restaurant,Location Complaint
the parking situation is horrible,Location Complaint
the restaurant place is unsafe at night,Location Complaint
I want to complain about the restaurant place,Location Complaint
the restaurant location does not match the description,Location Complaint
the location is too noisy,Location Complaint
the restaurant place is not accessible,Location Complaint
the restaurant area is too far from public transport,Location Complaint
the restaurant place is inconvenient,Location Complaint
I had trouble finding the restaurant location of the restaurant,Location Complaint
the parking situation is bad,Location Complaint
the location is unsafe at night,Location Complaint
I want to complain about the address,Location Complaint
the restaurant location does not match the description,Location Complaint
the place is too noisy,Location Complaint
the address is not accessible,Location Complaint
the place is too far from public transport,Location Complaint
the place is inconvenient,Location Complaint
I had trouble finding the place of the restaurant,Location Complaint
the parking situation is bad,Location Complaint
the restaurant location is unsafe at night,Location Complaint
I want to complain about the restaurant location,Location Complaint
the place does not match the description,Location Complaint
the restaurant location is too noisy,Location Complaint
the address is not accessible,Location Complaint
the restaurant location is too far from public transport,Location Complaint
the location is inconvenient,Location Complaint
I had trouble finding the address of the restaurant,Location Complaint
the parking situation is terrible,Location Complaint
the restaurant location is unsafe at night,Location Complaint
I want to complain about the location,Location Complaint
the place does not match the description,Location Complaint
the place is too noisy,Location Complaint
the place is not accessible,Location Complaint
the place is too far from public transport,Location Complaint
the address is inconvenient,Location Complaint
I had trouble finding the restaurant place of the restaurant,Location Complaint
the parking situation is horrible,Location Complaint
the restaurant location is unsafe at night,Location Complaint
I want to complain about the location,Location Complaint
the restaurant location does not match the description,Location Complaint
the restaurant place is too noisy,Location Complaint
the restaurant place is not accessible,Location Complaint
the location is too far from public transport,Location Complaint
the restaurant place is inconvenient,Location Complaint
I had trouble finding the restaurant place of the restaurant,Location Complaint
the parking situation is unsatisfactory,Location Complaint
the location is unsafe at night,Location Complaint
I want to complain about the location,Location Complaint
the restaurant area does not match the description,Location Complaint
the location is too noisy,Location Complaint
the address is not accessible,Location Complaint
the place is too far from public transport,Location Complaint
the location is inconvenient,Location Complaint
I had trouble finding the address of the restaurant,Location Complaint
the parking situation is awful,Location Complaint
the address is unsafe at night,Location Complaint
I want to complain about the restaurant area,Location Complaint
the restaurant area does not match the description,Location Complaint
the restaurant place is too noisy,Location Complaint
the restaurant place is not accessible,Location Complaint
the address is too far from public transport,Location Complaint
the restaurant place is inconvenient,Location Complaint
I had trouble finding the location of the restaurant,Location Complaint
the parking situation is bad,Location Complaint
the restaurant location is unsafe at night,Location Complaint
I want to complain about the restaurant area,Location Complaint
the restaurant location does not match the description,Location Complaint
the location is too noisy,Location Complaint
the restaurant location is not accessible,Location Complaint
the restaurant location is too far from public transport,Location Complaint
the location is inconvenient,Location Complaint
I had trouble finding the restaurant place of the restaurant,Location Complaint
the parking situation is unsatisfactory,Location Complaint
the place is unsafe at night,Location Complaint
I want to complain about the location,Location Complaint
the place does not match the description,Location Complaint
the place is too noisy,Location Complaint
the place is not accessible,Location Complaint
the restaurant location is too far from public transport,Location Complaint
the restaurant place is inconvenient,Location Complaint
I had trouble finding the restaurant place of the restaurant,Location Complaint
the parking situation is bad,Location Complaint
the restaurant location is unsafe at night,Location Complaint
I want to complain about the address,Location Complaint
the restaurant area does not match the description,Location Complaint
the address is too noisy,Location Complaint
the place is not accessible,Location Complaint
the location is too far from public transport,Location Complaint
the restaurant location is inconvenient,Location Complaint
I had trouble finding the address of the restaurant,Location Complaint
the parking situation is awful,Location Complaint
the restaurant area is unsafe at night,Location Complaint
I want to complain about the address,Location Complaint
the place does not match the description,Location Complaint
the restaurant area is too noisy,Location Complaint
the restaurant place is not accessible,Location Complaint
the restaurant place is too far from public transport,Location Complaint
the restaurant area is inconvenient,Location Complaint
I had trouble finding the location of the restaurant,Location Complaint
the parking situation is awful,Location Complaint
the restaurant area is unsafe at night,Location Complaint
I want to complain about the address,Location Complaint
the location does not match the description,Location Complaint
the location is too noisy,Location Complaint
the restaurant location is not accessible,Location Complaint
the location is too far from public transport,Location Complaint
the restaurant location is inconvenient,Location Complaint
I had trouble finding the restaurant location of the restaurant,Location Complaint
the parking situation is awful,Location Complaint
the location is unsafe at night,Location Complaint
I want to complain about the address,Location Complaint
the restaurant place does not match the description,Location Complaint
the address is too noisy,Location Complaint
the address is not accessible,Location Complaint
the address is too far from public transport,Location Complaint
the address is inconvenient,Location Complaint
I had trouble finding the restaurant area of the restaurant,Location Complaint
the parking situation is unsatisfactory,Location Complaint
the restaurant place is unsafe at night,Location Complaint
I want to complain about the address,Location Complaint
the location does not match the description,Location Complaint
the restaurant location is too noisy,Location Complaint
the restaurant area is not accessible,Location Complaint
the location is too far from public transport,Location Complaint
the location is inconvenient,Location Complaint
I had trouble finding the address of the restaurant,Location Complaint
the parking situation is horrible,Location Complaint
the address is unsafe at night,Location Complaint
I want to complain about the location,Location Complaint
the restaurant place does not match the description,Location Complaint
the restaurant place is too noisy,Location Complaint
the restaurant location is not accessible,Location Complaint
the restaurant place is too far from public transport,Location Complaint
the restaurant location is inconvenient,Location Complaint
I had trouble finding the restaurant location of the restaurant,Location Complaint
the parking situation is horrible,Location Complaint
the restaurant area is unsafe at night,Location Complaint
I want to complain about the restaurant location,Location Complaint
the location does not match the description,Location Complaint
the restaurant area is too noisy,Location Complaint
the restaurant area is not accessible,Location Complaint
the restaurant location is too far from public transport,Location Complaint
the restaurant place is inconvenient,Location Complaint
I had trouble finding the place of the restaurant,Location Complaint
the parking situation is awful,Location Complaint
the restaurant area is unsafe at night,Location Complaint
I want to complain about the restaurant area,Location Complaint
the location does not match the description,Location Complaint
the location is too noisy,Location Complaint
the place is not accessible,Location Complaint
the restaurant location is too far from public transport,Location Complaint
the address is inconvenient,Location Complaint
I had trouble finding the restaurant place of the restaurant,Location Complaint
the parking situation is terrible,Location Complaint
the restaurant place is unsafe at night,Location Complaint
I want to complain about the restaurant place,Location Complaint
the location does not match the description,Location Complaint
the address is too noisy,Location Complaint
the restaurant area is not accessible,Location Complaint
the restaurant area is too far from public transport,Location Complaint
the restaurant area is inconvenient,Location Complaint
I had trouble finding the address of the restaurant,Location Complaint
the parking situation is unsatisfactory,Location Complaint
the restaurant place is unsafe at night,Location Complaint
I want to complain about the restaurant area,Location Complaint
the place does not match the description,Location Complaint
the restaurant location is too noisy,Location Complaint
the restaurant area is not accessible,Location Complaint
the place is too far from public transport,Location Complaint
the restaurant area is inconvenient,Location Complaint
I had trouble finding the restaurant location of the restaurant,Location Complaint
the parking situation is terrible,Location Complaint
the restaurant place is unsafe at night,Location Complaint
I want to complain about the address,Location Complaint
the address does not match the description,Location Complaint
the place is too noisy,Location Complaint
the restaurant area is not accessible,Location Complaint
the restaurant area is too far from public transport,Location Complaint
the place is inconvenient,Location Complaint
I had trouble finding the restaurant place of the restaurant,Location Complaint
the parking situation is poor,Location Complaint
the restaurant location is unsafe at night,Location Complaint
I want to complain about the place,Location Complaint
the restaurant area does not match the description,Location Complaint
the place is too noisy,Location Complaint
the location is not accessible,Location Complaint
the restaurant location is too far from public transport,Location Complaint
the location is inconvenient,Location Complaint
I had trouble finding the restaurant area of the restaurant,Location Complaint
the parking situation is bad,Location Complaint
the location is unsafe at night,Location Complaint
I want to complain about the restaurant area,Location Complaint
the location does not match the description,Location Complaint
the restaurant place is too noisy,Location Complaint
the place is not accessible,Location Complaint
the restaurant place is too far from public transport,Location Complaint
the location is inconvenient,Location Complaint
I had trouble finding the address of the restaurant,Location Complaint
the parking situation is awful,Location Complaint
the restaurant place is unsafe at night,Location Complaint
I want to complain about the restaurant area,Location Complaint
the address does not match the description,Location Complaint
the restaurant area is too noisy,Location Complaint
the address is not accessible,Location Complaint
the address is too far from public transport,Location Complaint
the address is inconvenient,Location Complaint
I had trouble finding the location of the restaurant,Location Complaint
the parking situation is horrible,Location Complaint
the place is unsafe at night,Location Complaint
I want to complain about the restaurant location,Location Complaint
the place does not match the description,Location Complaint
the restaurant area is too noisy,Location Complaint
the address is not accessible,Location Complaint
the restaurant location is too far from public transport,Location Complaint
the restaurant area is inconvenient,Location Complaint
I had trouble finding the place of the restaurant,Location Complaint
the parking situation is horrible,Location Complaint
the restaurant location is unsafe at night,Location Complaint
I want to complain about the restaurant area,Location Complaint
the location does not match the description,Location Complaint
the location is too noisy,Location Complaint
the place is not accessible,Location Complaint
the location is too far from public transport,Location Complaint
the restaurant location is inconvenient,Location Complaint
I had trouble finding the restaurant place of the restaurant,Location Complaint
the parking situation is awful,Location Complaint
the place is unsafe at night,Location Complaint
I want to complain about the place,Location Complaint
the restaurant area does not match the description,Location Complaint
the restaurant place is too noisy,Location Complaint
the restaurant area is not accessible,Location Complaint
the address is too far from public transport,Location Complaint
the place is inconvenient,Location Complaint
I had trouble finding the place of the restaurant,Location Complaint
the parking situation is poor,Location Complaint
the location is unsafe at night,Location Complaint
I want to complain about the restaurant area,Location Complaint
the restaurant place does not match the description,Location Complaint
the restaurant location is too noisy,Location Complaint
the address is not accessible,Location Complaint
the place is too far from public transport,Location Complaint
the restaurant area is inconvenient,Location Complaint
I had trouble finding the address of the restaurant,Location Complaint
the parking situation is bad,Location Complaint
the restaurant area is unsafe at night,Location Complaint
I want to complain about the restaurant place,Location Complaint
the restaurant location does not match the description,Location Complaint
the restaurant place is too noisy,Location Complaint
the location is not accessible,Location Complaint
the restaurant location is too far from public transport,Location Complaint
the location is inconvenient,Location Complaint
I had trouble finding the address of the restaurant,Location Complaint
the parking situation is poor,Location Complaint
the address is unsafe at night,Location Complaint
I want to complain about the address,Location Complaint
the address does not match the description,Location Complaint
the location is too noisy,Location Complaint
the place is not accessible,Location Complaint
the address is too far from public transport,Location Complaint
the restaurant area is inconvenient,Location Complaint
I had trouble finding the restaurant area of the restaurant,Location Complaint
the parking situation is unsatisfactory,Location Complaint
the restaurant place is unsafe at night,Location Complaint
I want to complain about the place,Location Complaint
the restaurant place does not match the description,Location Complaint
the address is too noisy,Location Complaint
the place is not accessible,Location Complaint
the location is too far from public transport,Location Complaint
the address is inconvenient,Location Complaint
I had trouble finding the restaurant place of the restaurant,Location Complaint
the parking situation is awful,Location Complaint
the place is unsafe at night,Location Complaint
I want to complain about the location,Location Complaint
the address does not match the description,Location Complaint
the restaurant area is too noisy,Location Complaint
the location is not accessible,Location Complaint
the restaurant area is too far from public transport,Location Complaint
the restaurant place is inconvenient,Location Complaint
I had trouble finding the location of the restaurant,Location Complaint
the parking situation is bad,Location Complaint
the restaurant place is unsafe at night,Location Complaint
I want to complain about the restaurant area,Location Complaint
the restaurant area does not match the description,Location Complaint
the restaurant location is too noisy,Location Complaint
the address is not accessible,Location Complaint
the location is too far from public transport,Location Complaint
the restaurant place is inconvenient,Location Complaint
I had trouble finding the restaurant location of the restaurant,Location Complaint
the parking situation is unsatisfactory,Location Complaint
the place is unsafe at night,Location Complaint
I want to complain about the location,Location Complaint
the restaurant location does not match the description,Location Complaint
the restaurant place is too noisy,Location Complaint
the address is not accessible,Location Complaint
the location is too far from public transport,Location Complaint
the restaurant place is inconvenient,Location Complaint
I had trouble finding the restaurant location of the restaurant,Location Complaint
the parking situation is unsatisfactory,Location Complaint
the restaurant location is unsafe at night,Location Complaint
I want to complain about the place,Location Complaint
the restaurant place does not match the description,Location Complaint
the restaurant area is too noisy,Location Complaint
the restaurant location is not accessible,Location Complaint
the address is too far from public transport,Location Complaint
the restaurant area is inconvenient,Location Complaint
I had trouble finding the restaurant location of the restaurant,Location Complaint
the parking situation is terrible,Location Complaint
the place is unsafe at night,Location Complaint
I want to complain about the location,Location Complaint
the restaurant area does not match the description,Location Complaint
the restaurant location is too noisy,Location Complaint
the restaurant area is not accessible,Location Complaint
the restaurant area is too far from public transport,Location Complaint
the restaurant area is inconvenient,Location Complaint
I had trouble finding the place of the restaurant,Location Complaint
the parking situation is bad,Location Complaint
the restaurant place is unsafe at night,Location Complaint
I want to complain about the restaurant location,Location Complaint
the place does not match the description,Location Complaint
the restaurant location is too noisy,Location Complaint
the location is not accessible,Location Complaint
the restaurant location is too far from public transport,Location Complaint
the address is inconvenient,Location Complaint
I had trouble finding the address of the restaurant,Location Complaint
the parking situation is bad,Location Complaint
the restaurant location is unsafe at night,Location Complaint
I want to complain about the restaurant place,Location Complaint
the location does not match the description,Location Complaint
the place is too noisy,Location Complaint
the restaurant place is not accessible,Location Complaint
the restaurant location is too far from public transport,Location Complaint
the address is inconvenient,Location Complaint
I had trouble finding the restaurant area of the restaurant,Location Complaint
the parking situation is horrible,Location Complaint
the location is unsafe at night,Location Complaint
I want to complain about the restaurant area,Location Complaint
the location does not match the description,Location Complaint
the place is too noisy,Location Complaint
the location is not accessible,Location Complaint
the location is too far from public transport,Location Complaint
the place is inconvenient,Location Complaint
I had trouble finding the place of the restaurant,Location Complaint
the parking situation is terrible,Location Complaint
the address is unsafe at night,Location Complaint
I want to complain about the location,Location Complaint
the restaurant place does not match the description,Location Complaint
the restaurant area is too noisy,Location Complaint
the address is not accessible,Location Complaint
the place is too far from public transport,Location Complaint
the place is inconvenient,Location Complaint
I had trouble finding the restaurant location of the restaurant,Location Complaint
the parking situation is terrible,Location Complaint
the place is unsafe at night,Location Complaint
I want to complain about the address,Location Complaint
the place does not match the description,Location Complaint
the restaurant place is too noisy,Location Complaint
the location is not accessible,Location Complaint
the restaurant area is too far from public transport,Location Complaint
the restaurant area is inconvenient,Location Complaint
I had trouble finding the place of the restaurant,Location Complaint
the parking situation is horrible,Location Complaint
the address is unsafe at night,Location Complaint
I want to complain about the restaurant place,Location Complaint
the restaurant location does not match the description,Location Complaint
the restaurant location is too noisy,Location Complaint
the place is not accessible,Location Complaint
the restaurant area is too far from public transport,Location Complaint
the place is inconvenient,Location Complaint
I had trouble finding the place of the restaurant,Location Complaint
the parking situation is poor,Location Complaint
the restaurant area is unsafe at night,Location Complaint
I want to complain about the address,Location Complaint
the place does not match the description,Location Complaint
the restaurant location is too noisy,Location Complaint
the location is not accessible,Location Complaint
the restaurant location is too far from public transport,Location Complaint
the place is inconvenient,Location Complaint
I had trouble finding the location of the restaurant,Location Complaint
the parking situation is poor,Location Complaint
the address is unsafe at night,Location Complaint
I want to complain about the restaurant place,Location Complaint
the address does not match the description,Location Complaint
the restaurant location is too noisy,Location Complaint
the address is not accessible,Location Complaint
the restaurant location is too far from public transport,Location Complaint
the restaurant place is inconvenient,Location Complaint
I had trouble finding the location of the restaurant,Location Complaint
the parking situation is awful,Location Complaint
the place is unsafe at night,Location Complaint
I want to complain about the restaurant location,Location Complaint
the restaurant location does not match the description,Location Complaint
the restaurant place is too noisy,Location Complaint
the address is not accessible,Location Complaint
the restaurant area is too far from public transport,Location Complaint
the restaurant area is inconvenient,Location Complaint
I had trouble finding the address of the restaurant,Location Complaint
the parking situation is terrible,Location Complaint
the address is unsafe at night,Location Complaint
I want to complain about the restaurant location,Location Complaint
the address does not match the description,Location Complaint
the address is too noisy,Location Complaint
the restaurant place is not accessible,Location Complaint
the restaurant place is too far from public transport,Location Complaint
the address is inconvenient,Location Complaint
I had trouble finding the address of the restaurant,Location Complaint
the parking situation is bad,Location Complaint
the restaurant area is unsafe at night,Location Complaint
I want to complain about the restaurant area,Location Complaint
the restaurant place does not match the description,Location Complaint
the location is too noisy,Location Complaint
the location is not accessible,Location Complaint
the location is too far from public transport,Location Complaint
the restaurant area is inconvenient,Location Complaint
I had trouble finding the restaurant place of the restaurant,Location Complaint
the parking situation is horrible,Location Complaint
the location is unsafe at night,Location Complaint
I want to complain about the restaurant place,Location Complaint
the restaurant area does not match the description,Location Complaint
the place is too noisy,Location Complaint
the restaurant area is not accessible,Location Complaint
the restaurant area is too far from public transport,Location Complaint
the restaurant area is inconvenient,Location Complaint
I had trouble finding the address of the restaurant,Location Complaint
the parking situation is terrible,Location Complaint
the place is unsafe at night,Location Complaint
I want to complain about the restaurant place,Location Complaint
the place does not match the description,Location Complaint
the address is too noisy,Location Complaint
the restaurant place is not accessible,Location Complaint
the restaurant location is too far from public transport,Location Complaint
the location is inconvenient,Location Complaint
I had trouble finding the place of the restaurant,Location Complaint
the parking situation is terrible,Location Complaint
the place is unsafe at night,Location Complaint
I want to complain about the address,Location Complaint
the location does not match the description,Location Complaint
the address is too noisy,Location Complaint
the restaurant place is not accessible,Location Complaint
the restaurant place is too far from public transport,Location Complaint
the location is inconvenient,Location Complaint
I had trouble finding the restaurant area of the restaurant,Location Complaint
the parking situation is terrible,Location Complaint
the restaurant place is unsafe at night,Location Complaint
I want to complain about the place,Location Complaint
the restaurant area does not match the description,Location Complaint
the address is too noisy,Location Complaint
the restaurant place is not accessible,Location Complaint
the restaurant location is too far from public transport,Location Complaint
the restaurant location is inconvenient,Location Complaint
I had trouble finding the address of the restaurant,Location Complaint
the parking situation is terrible,Location Complaint
the location is unsafe at night,Location Complaint
I want to complain about the restaurant area,Location Complaint
the address does not match the description,Location Complaint
the restaurant location is too noisy,Location Complaint
the location is not accessible,Location Complaint
the restaurant location is too far from public transport,Location Complaint
the restaurant area is inconvenient,Location Complaint
I had trouble finding the restaurant area of the restaurant,Location Complaint
the parking situation is awful,Location Complaint
the restaurant area is unsafe at night,Location Complaint
I want to complain about the location,Location Complaint
the address does not match the description,Location Complaint
the restaurant place is too noisy,Location Complaint
the restaurant place is not accessible,Location Complaint
the restaurant location is too far from public transport,Location Complaint
the restaurant place is inconvenient,Location Complaint
I had trouble finding the restaurant place of the restaurant,Location Complaint
the parking situation is bad,Location Complaint
the restaurant location is unsafe at night,Location Complaint
I want to complain about the address,Location Complaint
the restaurant's restaurant site is not user-friendly,Website Complaint
I had trouble placing an order on the website,Website Complaint
the restaurant site does not provide accurate information,Website Complaint
I want to complain about the webpage,Website Complaint
the restaurant website is slow and unresponsive,Website Complaint
the website does not have my preferred payment method,Website Complaint
the restaurant website menu is outdated,Website Complaint
the website does not allow me to leave feedback,Website Complaint
the restaurant website is difficult to navigate,Website Complaint
the restaurant's restaurant website is not user-friendly,Website Complaint
I had trouble placing an order on the restaurant site,Website Complaint
the site does not provide accurate information,Website Complaint
I want to complain about the restaurant webpage,Website Complaint
the restaurant site is slow and unresponsive,Website Complaint
the restaurant site does not have my preferred payment method,Website Complaint
the webpage menu is outdated,Website Complaint
the restaurant website does not allow me to leave feedback,Website Complaint
the site is difficult to navigate,Website Complaint
the restaurant's site is not user-friendly,Website Complaint
I had trouble placing an order on the webpage,Website Complaint
the restaurant site does not provide accurate information,Website Complaint
I want to complain about the restaurant site,Website Complaint
the website is slow and unresponsive,Website Complaint
the restaurant webpage does not have my preferred payment method,Website Complaint
the webpage menu is outdated,Website Complaint
the restaurant site does not allow me to leave feedback,Website Complaint
the website is difficult to navigate,Website Complaint
the restaurant's webpage is not user-friendly,Website Complaint
I had trouble placing an order on the restaurant webpage,Website Complaint
the restaurant webpage does not provide accurate information,Website Complaint
I want to complain about the restaurant site,Website Complaint
the site is slow and unresponsive,Website Complaint
the website does not have my preferred payment method,Website Complaint
the webpage menu is outdated,Website Complaint
the restaurant website does not allow me to leave feedback,Website Complaint
the webpage is difficult to navigate,Website Complaint
the restaurant's restaurant site is not user-friendly,Website Complaint
I had trouble placing an order on the restaurant site,Website Complaint
the site does not provide accurate information,Website Complaint
I want to complain about the restaurant site,Website Complaint
the restaurant site is slow and unresponsive,Website Complaint
the restaurant site does not have my preferred payment method,Website Complaint
the restaurant webpage menu is outdated,Website Complaint
the restaurant site does not allow me to leave feedback,Website Complaint
the restaurant website is difficult to navigate,Website Complaint
the restaurant's webpage is not user-friendly,Website Complaint
I had trouble placing an order on the restaurant website,Website Complaint
the webpage does not provide accurate information,Website Complaint
I want to complain about the restaurant webpage,Website Complaint
the site is slow and unresponsive,Website Complaint
the restaurant webpage does not have my preferred payment method,Website Complaint
the restaurant website menu is outdated,Website Complaint
the restaurant webpage does not allow me to leave feedback,Website Complaint
the website is difficult to navigate,Website Complaint
the restaurant's restaurant webpage is not user-friendly,Website Complaint
I had trouble placing an order on the website,Website Complaint
the restaurant webpage does not provide accurate information,Website Complaint
I want to complain about the restaurant webpage,Website Complaint
the restaurant webpage is slow and unresponsive,Website Complaint
the webpage does not have my preferred payment method,Website Complaint
the site menu is outdated,Website Complaint
the restaurant site does not allow me to leave feedback,Website Complaint
the webpage is difficult to navigate,Website Complaint
the restaurant's website is not user-friendly,Website Complaint
I had trouble placing an order on the website,Website Complaint
the webpage does not provide accurate information,Website Complaint
I want to complain about the webpage,Website Complaint
the webpage is slow and unresponsive,Website Complaint
the webpage does not have my preferred payment method,Website Complaint
the restaurant website menu is outdated,Website Complaint
the restaurant site does not allow me to leave feedback,Website Complaint
the restaurant website is difficult to navigate,Website Complaint
the restaurant's website is not user-friendly,Website Complaint
I had trouble placing an order on the restaurant website,Website Complaint
the restaurant site does not provide accurate information,Website Complaint
I want to complain about the restaurant site,Website Complaint
the restaurant site is slow and unresponsive,Website Complaint
the restaurant site does not have my preferred payment method,Website Complaint
the site menu is outdated,Website Complaint
the site does not allow me to leave feedback,Website Complaint
the website is difficult to navigate,Website Complaint
the restaurant's webpage is not user-friendly,Website Complaint
I had trouble placing an order on the webpage,Website Complaint
the webpage does not provide accurate information,Website Complaint
I want to complain about the restaurant webpage,Website Complaint
the restaurant webpage is slow and unresponsive,Website Complaint
the restaurant website does not have my preferred payment method,Website Complaint
the webpage menu is outdated,Website Complaint
the restaurant site does not allow me to leave feedback,Website Complaint
the site is difficult to navigate,Website Complaint
the restaurant's restaurant site is not user-friendly,Website Complaint
I had trouble placing an order on the restaurant webpage,Website Complaint
the restaurant site does not provide accurate information,Website Complaint
I want to complain about the restaurant webpage,Website Complaint
the restaurant website is slow and unresponsive,Website Complaint
the site does not have my preferred payment method,Website Complaint
the website menu is outdated,Website Complaint
the webpage does not allow me to leave feedback,Website Complaint
the site is difficult to navigate,Website Complaint
the restaurant's website is not user-friendly,Website Complaint
I had trouble placing an order on the webpage,Website Complaint
the restaurant webpage does not provide accurate information,Website Complaint
I want to complain about the restaurant website,Website Complaint
the webpage is slow and unresponsive,Website Complaint
the webpage does not have my preferred payment method,Website Complaint
the restaurant site menu is outdated,Website Complaint
the site does not allow me to leave feedback,Website Complaint
the restaurant website is difficult to navigate,Website Complaint
the restaurant's website is not user-friendly,Website Complaint
I had trouble placing an order on the site,Website Complaint
the website does not provide accurate information,Website Complaint
I want to complain about the webpage,Website Complaint
the site is slow and unresponsive,Website Complaint
the website does not have my preferred payment method,Website Complaint
the restaurant webpage menu is outdated,Website Complaint
the website does not allow me to leave feedback,Website Complaint
the restaurant webpage is difficult to navigate,Website Complaint
the restaurant's site is not user-friendly,Website Complaint
I had trouble placing an order on the restaurant site,Website Complaint
the site does not provide accurate information,Website Complaint
I want to complain about the restaurant site,Website Complaint
the restaurant site is slow and unresponsive,Website Complaint
the restaurant site does not have my preferred payment method,Website Complaint
the restaurant webpage menu is outdated,Website Complaint
the restaurant webpage does not allow me to leave feedback,Website Complaint
the webpage is difficult to navigate,Website Complaint
the restaurant's restaurant site is not user-friendly,Website Complaint
I had trouble placing an order on the webpage,Website Complaint
the restaurant website does not provide accurate information,Website Complaint
I want to complain about the restaurant webpage,Website Complaint
the website is slow and unresponsive,Website Complaint
the website does not have my preferred payment method,Website Complaint
the site menu is outdated,Website Complaint
the restaurant webpage does not allow me to leave feedback,Website Complaint
the restaurant webpage is difficult to navigate,Website Complaint
the restaurant's webpage is not user-friendly,Website Complaint
I had trouble placing an order on the restaurant webpage,Website Complaint
the site does not provide accurate information,Website Complaint
I want to complain about the site,Website Complaint
the restaurant webpage is slow and unresponsive,Website Complaint
the website does not have my preferred payment method,Website Complaint
the restaurant site menu is outdated,Website Complaint
the restaurant site does not allow me to leave feedback,Website Complaint
the site is difficult to navigate,Website Complaint
the restaurant's restaurant site is not user-friendly,Website Complaint
I had trouble placing an order on the restaurant site,Website Complaint
the webpage does not provide accurate information,Website Complaint
I want to complain about the restaurant site,Website Complaint
the restaurant webpage is slow and unresponsive,Website Complaint
the site does not have my preferred payment method,Website Complaint
the website menu is outdated,Website Complaint
the site does not allow me to leave feedback,Website Complaint
the website is difficult to navigate,Website Complaint
the restaurant's restaurant webpage is not user-friendly,Website Complaint
I had trouble placing an order on the site,Website Complaint
the restaurant webpage does not provide accurate information,Website Complaint
I want to complain about the website,Website Complaint
the website is slow and unresponsive,Website Complaint
the restaurant site does not have my preferred payment method,Website Complaint
the website menu is outdated,Website Complaint
the restaurant webpage does not allow me to leave feedback,Website Complaint
the webpage is difficult to navigate,Website Complaint
the restaurant's restaurant site is not user-friendly,Website Complaint
I had trouble placing an order on the restaurant site,Website Complaint
the website does not provide accurate information,Website Complaint
I want to complain about the site,Website Complaint
the webpage is slow and unresponsive,Website Complaint
the restaurant site does not have my preferred payment method,Website Complaint
the webpage menu is outdated,Website Complaint
the site does not allow me to leave feedback,Website Complaint
the website is difficult to navigate,Website Complaint
the restaurant's restaurant site is not user-friendly,Website Complaint
I had trouble placing an order on the restaurant website,Website Complaint
the webpage does not provide accurate information,Website Complaint
I want to complain about the website,Website Complaint
the restaurant webpage is slow and unresponsive,Website Complaint
the restaurant site does not have my preferred payment method,Website Complaint
the webpage menu is outdated,Website Complaint
the website does not allow me to leave feedback,Website Complaint
the restaurant webpage is difficult to navigate,Website Complaint
the restaurant's restaurant site is not user-friendly,Website Complaint
I had trouble placing an order on the webpage,Website Complaint
